ThinkTankId,ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyType,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,20/03/1997,25/06/2007,03326673,Mirror Image Restaurants Limited,Ltd,03/03/1997,,56101,Accommodation and food service activities,Licenced restaurants
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,16/07/2003,25/06/2007,04766293,Image Restaurants Limited,Ltd,15/05/2003,,56101,Accommodation and food service activities,Licenced restaurants
EU-1875,Right,Legatum Institute,05/11/2010,E4wn17YN80fcW0bPAcDKjUKB5Mg,Toby Oliver James Baxendale,Director,24/12/2012,19/05/2017,08237127,Canary Wharf Restaurants Limited,Ltd,02/10/2012,17/07/2018,56101,Accommodation and food service activities,Licenced restaurants
EU-1488,Left,Institute for Public Policy Research,01/01/1986,zaz_W0A5Sm66BnMzKl9G869r66U,Charles Jeremy Mawdesley Hardie,Director,,31/12/1992,00171912,The Royal Naafi,PrivateLimitedGuarantNscLimitedExemption,09/12/1920,,56102,Accommodation and food service activities,Unlicenced restaurants and cafes
EU-1488,Left,Institute for Public Policy Research,01/01/1986,q9Ee0w28m1EDuQ8evLsVBMVz2T8,Jane Priscilla Smith,Director,15/11/2022,,09807415,Cafe Domenica Limited,Ltd,03/10/2015,,56102,Accommodation and food service activities,Unlicenced restaurants and cafes
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,28/09/2022,,14382937,Gb Canteen Ltd,Ltd,28/09/2022,,56102,Accommodation and food service activities,Unlicenced restaurants and cafes
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,28/09/2022,,14382937,Gb Canteen Ltd,Ltd,28/09/2022,,56103,Accommodation and food service activities,Take-away food shops and mobile food stands
EU-1217,Right,Policy Exchange,01/01/2002,jlMd-Od-tqnSXybeE4hDM3XDqlY,Andrew Roberts,Director,,08/05/1996,02076974,Compass Experience Limited,Ltd,25/11/1986,,56210,Accommodation and food service activities,Event catering activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,z5PaHri8tIhhqaPWjqggX0jMQmQ,Caroline Frances Daniel,Director,24/03/2017,,09718301,The Trampery Foundation Ltd,PrivateLimitedGuarantNsc,05/08/2015,,56210,Accommodation and food service activities,Event catering activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,eCh2Uz-IsqEE22Gi_ojbEN4APgQ,Lord John Leonard Eatwell,Director,09/01/1997,29/06/2022,02913373,Q C Enterprises Limited,Ltd,28/03/1994,,56210,Accommodation and food service activities,Event catering activities
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,28/09/2022,,14382937,Gb Canteen Ltd,Ltd,28/09/2022,,56210,Accommodation and food service activities,Event catering activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,G1fnX8PtOLYOrOe7vgB5YsmHXBU,Matthew Taylor,Director,30/11/2006,19/07/2021,02784581,Rsa Adelphi Enterprises Limited,Ltd,28/01/1993,,56210,Accommodation and food service activities,Event catering activities
EU-1414,Left,Demos,01/01/1993,sS5EmRsNAMmCxt-_NcXyhyW8Ho0,Penny Jane Egan,Director,08/12/1997,31/07/2006,02784581,Rsa Adelphi Enterprises Limited,Ltd,28/01/1993,,56210,Accommodation and food service activities,Event catering activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,q9Ee0w28m1EDuQ8evLsVBMVz2T8,Jane Priscilla Smith,Director,20/01/2022,,13861668,Bake a Difference Sussex Cic,PrivateLimitedGuarantNsc,20/01/2022,,56290,Accommodation and food service activities,Other food services
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,13/05/2015,,09588983,Clever Vending Company Ltd,Ltd,13/05/2015,,56290,Accommodation and food service activities,Other food services
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,09/11/2017,,09847850,Macchiavalley (Uk) Limited,Ltd,29/10/2015,,56290,Accommodation and food service activities,Other food services
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,28/09/2022,,14382937,Gb Canteen Ltd,Ltd,28/09/2022,,56290,Accommodation and food service activities,Other food services
EU-1162,Right,Reform,04/03/2004,F1GN-HT5swbE1VJGxgmGRwP0Rfw,Stephen Thomas Hargrave,Director,06/10/1999,,03815770,London Farmers' Markets Ltd,Ltd,28/07/1999,,56290,Accommodation and food service activities,Other food services
EU-1162,Right,Reform,04/03/2004,F1GN-HT5swbE1VJGxgmGRwP0Rfw,Stephen Thomas Hargrave,Director,08/04/2021,,13321905,Green Midland Limited,Ltd,08/04/2021,,56290,Accommodation and food service activities,Other food services
EU-1488,Left,Institute for Public Policy Research,01/01/1986,z5PaHri8tIhhqaPWjqggX0jMQmQ,Caroline Frances Daniel,Director,24/03/2017,,09718301,The Trampery Foundation Ltd,PrivateLimitedGuarantNsc,05/08/2015,,56301,Accommodation and food service activities,Licenced clubs
EU-1682,Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,13/11/2015,,00573222,Carlton Trustees (London) Limited,Ltd,22/10/1956,,56301,Accommodation and food service activities,Licenced clubs
EU-1217,Right,Policy Exchange,01/01/2002,bwlwtH2ksiKLgWQCPrl__P4-bVM,Simon Edward Brocklebank-Fowler,Director,23/05/2002,17/10/2003,03275185,Buck's Club Limited,PrivateLimitedGuarantNsc,07/11/1996,,56301,Accommodation and food service activities,Licenced clubs
EU-1682,Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,20/02/2015,,09451419,The Howard Arms (Ilmington) Limited,Ltd,20/02/2015,,56302,Accommodation and food service activities,Public houses and bars
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,29/05/2003,,04780414,Tobacco Factory Enterprises Limited,Ltd,29/05/2003,,56302,Accommodation and food service activities,Public houses and bars
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,01/02/2017,,09386728,Bristol Conspiracy Pub Co Limited,Ltd,13/01/2015,,56302,Accommodation and food service activities,Public houses and bars
EU-1842,Right,The Centre for Social Justice,01/01/2004,Ef6DLc3ARXXt7N6CZkrWzS0TLy0,Mark Florman,Director,04/06/2003,28/10/2003,00358247,Lansdowne Club Limited,Ltd,15/12/1939,,56302,Accommodation and food service activities,Public houses and bars
EU-1414,Left,Demos,01/01/1993,VcLG3z5MfXxoXCrNiNLGqZC7XG4,Professor John Michael Holden,Director,27/09/2000,27/09/2005,02876228,Forge Enterprises Limited,Ltd,29/11/1993,,56302,Accommodation and food service activities,Public houses and bars
EU-1496,Right,Institute of Economic Affairs,01/01/1955,m1dzkhEc9ByoYVTHNCcdfskklQU,Andrew Mayer,Secretary,02/03/2021,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1682,Right,Centre for Policy Studies,01/01/1974,OPo17EA1bAK1t8ahTsqX18KL670,Andrew Stephen Bower Knight,Director,06/12/1991,23/12/1996,SC027389,Harpercollins Publishers Limited,Ltd,29/11/1949,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,e9gyAmQC79R7UN4L8u3Dm4Q9LWg,Anthony Patrick Leslie Minford,Director,30/01/2002,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,Z5LbJ4M9a6c6sbmUgEucgsIoyn8,Baroness Valerie Ann Amos,Director,29/01/1992,28/01/1994,01993854,Child Poverty Action Group,PrivateLimitedGuarantNscLimitedExemption,28/02/1986,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,I-YaDsekY9uzHQdqqhc-MXtDei8,Bruno George Prior,Director,12/11/2013,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,omOakD01MpDTqJX8h5ElSNbAAPU,Carolyn Julie Fairbairn,Director,11/02/2002,02/11/2004,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,QEshycuWsXxJwb8TC5kATlhcLVo,Clare Elizabeth Rusbridge,Secretary,01/07/2001,02/03/2021,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,WT1TpFiK9AE3AiZd5qmCes_I0rg,Eileen Winifred Graham,Secretary,,30/06/2001,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,zhwqu-rjJVVZwyOyqgVECCRMVCA,Gail Ruth Rebuck,Director,,24/07/1998,00185139,Methuen Drama Limited,Ltd,19/10/1922,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,1RId3QnIkYevLgvIQGgoneOm5G0,Geoffrey Edward Wood,Director,,21/05/2002,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1217,Right,Policy Exchange,01/01/2002,_HbqglAZK3tF448u8tvg8MBTVBk,Iain Campbell Dale,Director,19/06/2009,22/05/2018,06939540,Biteback Publishing Limited,Ltd,19/06/2009,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,01/06/2002,31/12/2016,00734421,Penguin Random House Limited,Ltd,05/09/1962,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,01/06/2002,31/12/2016,00861590,Penguin Books Limited,Ltd,15/10/1965,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,31/05/2010,01969090,Rough Guides Limited(the),Ltd,05/12/1985,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,01319909,Ventura Publishing Limited,Ltd,04/07/1977,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00700925,Hamish Hamilton Children's Books Limited,Ltd,15/08/1961,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,02512075,Pearson Books Limited,Ltd,14/06/1990,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00503652,Hugo's Language Books Limited,Ltd,22/01/1952,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00253393,Hamish Hamilton Limited,Ltd,10/01/1931,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00200130,Ladybird Books Limited,Ltd,29/08/1924,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00622106,Pelham Books Limited,Ltd,02/03/1959,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,02060097,Funfax Limited,Ltd,01/10/1986,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00304766,Michael Joseph Limited,Ltd,05/09/1935,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00861772,Allen Lane the Penguin Press Limited,Ltd,18/10/1965,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00155455,Frederick Warne & Co Limited,Ltd,26/05/1919,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,01177822,Dorling Kindersley Limited,Ltd,18/07/1974,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,00733387,Elm Tree Books Limited,Ltd,24/08/1962,27/08/2013,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,28/02/2005,01/01/2007,02623194,Dorling Kindersley Family Learning Limited,Ltd,24/06/1991,16/10/2012,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,02/02/2007,13/06/2013,01177822,Dorling Kindersley Limited,Ltd,18/07/1974,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,01/07/2007,01/11/2009,03783095,World Book Day Limited,PrivateLimitedGuarantNsc,07/06/1999,,58110,Information and communication,Book publishing
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,18/10/2003,28/02/2010,04881382,Slightly Foxed Limited,Ltd,29/08/2003,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,g7vJ5KawoJMPTIpC5YPvxUeMajo,John Richard Shackleton,Director,01/07/2005,03/06/2008,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,wDEG3duspc0iQArYOImfvHYEDeo,Jon Moynihan,Director,05/06/2018,28/11/2018,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1682,Right,Centre for Policy Studies,01/01/1974,paV8GOGNw8AdpLAZzW8wrrzWK4Y,Kenneth Minogue,Director,06/02/2001,30/06/2013,04023541,Civitas Limited,PrivateLimitedGuarantNsc,29/06/2000,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,b84ZYi454d7t1bO7v1654r8ajsc,Kevin Bell,Director,21/05/2002,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,dELzLA-img3srRkShTl3o1hZrZs,Linda Harrison Edwards,Director,05/06/2019,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,vrnhOytDAEHFUqvm-7TmRXjZNE0,Linda Whetstone,Director,,15/12/2021,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,v499XB2_imNfjidBcq7STy2lueo,Lord Nigel Vinson,Director,,01/06/2004,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,7Ahp-QM3CJ_nPi3uWRcOSr52H9o,Lord Robert Gavron of Highgate,Director,,07/02/2015,01015675,Folio Society Limited(the),Ltd,25/06/1971,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,7Ahp-QM3CJ_nPi3uWRcOSr52H9o,Lord Robert Gavron of Highgate,Director,,07/02/2015,01646381,Folio Holdings Limited,Ltd,24/06/1982,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,7Ahp-QM3CJ_nPi3uWRcOSr52H9o,Lord Robert Gavron of Highgate,Director,03/03/1995,31/10/2001,02280277,National Gallery Global Limited,Ltd,26/07/1988,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,17/05/2011,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1682,Right,Centre for Policy Studies,01/01/1974,IbaZ7CLqDYMYsylT3w7mNHeUuV0,Margaret Louise Allen,Director,22/05/2007,12/07/2022,04023541,Civitas Limited,PrivateLimitedGuarantNsc,29/06/2000,,58110,Information and communication,Book publishing
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,24/11/2021,,01993854,Child Poverty Action Group,PrivateLimitedGuarantNscLimitedExemption,28/02/1986,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,2vg9AUw2ktW9T7JD3Aq1MCYneto,Michael Harold Naylor Fisher,Director,,07/03/2017,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,u4SmxcXucFo0st4yVk5kMag4TPU,Neil Peter Record,Director,03/06/2008,20/07/2023,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,43FluAihbxqgSrzZCmgPSGplNyc,Philip Arthur Booley Hughes,Director,,20/09/2013,00473109,Thames & Hudson Limited,Ltd,21/09/1949,,58110,Information and communication,Book publishing
EU-1488,Left,Institute for Public Policy Research,01/01/1986,43FluAihbxqgSrzZCmgPSGplNyc,Philip Arthur Booley Hughes,Director,06/08/2014,,09082639,Thames & Hudson Publishing Limited,Ltd,11/06/2014,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,1jUaj8GEALH9oh0rzoXhspvQTHM,Professor Christian Bjornskov,Director,10/11/2020,,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
EU-1496,Right,Institute of Economic Affairs,01/01/1955,M1KWt6ooTUeGD0jsrEROlbUpmvg,Professor David Roderic Myddelton,Director,26/04/1994,03/03/2015,00755502,Institute of Economic Affairs (the),PrivateLimitedGuarantNsc,29/03/1963,,58110,Information and communication,Book publishing
